"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Percent Population with At Least Bachelor's Degree","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Portland","TX","4858904","=""4858904""","24.69","2019-2023","2020","Census","United States"
"City","Port Lavaca","TX","4858916","=""4858916""","13.83","2019-2023","2020","Census","United States"
"City","Port Mansfield","TX","4858928","=""4858928""","51.28","2019-2023","2020","Census","United States"
"City","Port Neches","TX","4858940","=""4858940""","28.75","2019-2023","2020","Census","United States"
"City","Port O'Connor","TX","4858952","=""4858952""","18.06","2019-2023","2020","Census","United States"
"City","Post","TX","4859012","=""4859012""","7.97","2019-2023","2020","Census","United States"
"City","Post Oak Bend City","TX","4859066","=""4859066""","N/A","2019-2023","2020","Census","United States"
"City","Poteet","TX","4859084","=""4859084""","7.38","2019-2023","2020","Census","United States"
"City","Poth","TX","4859096","=""4859096""","16.81","2019-2023","2020","Census","United States"
"City","Potosi","TX","4859108","=""4859108""","38.19","2019-2023","2020","Census","United States"
"City","Pottsboro","TX","4859132","=""4859132""","21.47","2019-2023","2020","Census","United States"
"City","Powderly","TX","4859156","=""4859156""","11.95","2019-2023","2020","Census","United States"
"City","Powell","TX","4859168","=""4859168""","35.00","2019-2023","2020","Census","United States"
"City","Poynor","TX","4859192","=""4859192""","24.51","2019-2023","2020","Census","United States"
"City","Prado Verde","TX","4859210","=""4859210""","76.72","2019-2023","2020","Census","United States"
"City","Praesel","TX","4859216","=""4859216""","0.00","2019-2023","2020","Census","United States"
"City","Prairie View","TX","4859336","=""4859336""","43.41","2019-2023","2020","Census","United States"
"City","Premont","TX","4859384","=""4859384""","12.95","2019-2023","2020","Census","United States"
"City","Presidio","TX","4859396","=""4859396""","9.61","2019-2023","2020","Census","United States"
"City","Preston","TX","4859420","=""4859420""","11.30","2019-2023","2020","Census","United States"
"City","Priddy","TX","4859528","=""4859528""","9.21","2019-2023","2020","Census","United States"
"City","Primera","TX","4859540","=""4859540""","22.76","2019-2023","2020","Census","United States"
"City","Princeton","TX","4859576","=""4859576""","28.30","2019-2023","2020","Census","United States"
"City","Proctor","TX","4859612","=""4859612""","5.22","2019-2023","2020","Census","United States"
"City","Progreso","TX","4859636","=""4859636""","10.83","2019-2023","2020","Census","United States"
"City","Progreso Lakes","TX","4859642","=""4859642""","36.46","2019-2023","2020","Census","United States"
"City","Prosper","TX","4859696","=""4859696""","63.52","2019-2023","2020","Census","United States"
"City","Providence Village","TX","4859748","=""4859748""","45.18","2019-2023","2020","Census","United States"
"City","Pueblo East","TX","4859794","=""4859794""","N/A","2019-2023","2020","Census","United States"
"City","Pueblo Nuevo","TX","4859798","=""4859798""","11.89","2019-2023","2020","Census","United States"
"City","Putnam","TX","4859984","=""4859984""","13.33","2019-2023","2020","Census","United States"
"City","Pyote","TX","4859996","=""4859996""","38.10","2019-2023","2020","Census","United States"
"City","Quail","TX","4860020","=""4860020""","18.75","2019-2023","2020","Census","United States"
"City","Quail Creek","TX","4860026","=""4860026""","6.28","2019-2023","2020","Census","United States"
"City","Quanah","TX","4860044","=""4860044""","11.72","2019-2023","2020","Census","United States"
"City","Queen City","TX","4860080","=""4860080""","13.96","2019-2023","2020","Census","United States"
"City","Quemado","TX","4860092","=""4860092""","0.00","2019-2023","2020","Census","United States"
"City","Quesada","TX","4860098","=""4860098""","0.00","2019-2023","2020","Census","United States"
"City","Quinlan","TX","4860140","=""4860140""","15.04","2019-2023","2020","Census","United States"
"City","Quintana","TX","4860164","=""4860164""","37.93","2019-2023","2020","Census","United States"
"City","Quitaque","TX","4860176","=""4860176""","26.18","2019-2023","2020","Census","United States"
"City","Quitman","TX","4860188","=""4860188""","17.98","2019-2023","2020","Census","United States"
"City","Radar Base","TX","4860278","=""4860278""","0.00","2019-2023","2020","Census","United States"
"City","Rafael Pena","TX","4860290","=""4860290""","0.00","2019-2023","2020","Census","United States"
"City","Ralls","TX","4860356","=""4860356""","9.05","2019-2023","2020","Census","United States"
"City","Ramireno","TX","4860380","=""4860380""","N/A","2019-2023","2020","Census","United States"
"City","Ramirez-Perez","TX","4860408","=""4860408""","N/A","2019-2023","2020","Census","United States"
"City","Ramos","TX","4860422","=""4860422""","32.14","2019-2023","2020","Census","United States"
"City","Ranchette Estates","TX","4860458","=""4860458""","0.00","2019-2023","2020","Census","United States"
"City","Ranchitos del Norte","TX","4860478","=""4860478""","14.47","2019-2023","2020","Census","United States"
"City","Ranchitos East","TX","4860480","=""4860480""","0.00","2019-2023","2020","Census","United States"
"City","Ranchitos Las Lomas","TX","4860482","=""4860482""","0.00","2019-2023","2020","Census","United States"
"City","Rancho Alegre","TX","4860518","=""4860518""","1.94","2019-2023","2020","Census","United States"
"City","Rancho Banquete","TX","4860529","=""4860529""","0.00","2019-2023","2020","Census","United States"
"City","Rancho Chico","TX","4860534","=""4860534""","0.00","2019-2023","2020","Census","United States"
"City","Ranchos Penitas West","TX","4860539","=""4860539""","6.69","2019-2023","2020","Census","United States"
"City","Rancho Viejo","TX","4860544","=""4860544""","61.47","2019-2023","2020","Census","United States"
"City","Rancho Viejo","TX","4860554","=""4860554""","24.39","2019-2023","2020","Census","United States"
"City","Randolph AFB","TX","4860608","=""4860608""","69.18","2019-2023","2020","Census","United States"
"City","Ranger","TX","4860632","=""4860632""","13.62","2019-2023","2020","Census","United States"
"City","Rangerville","TX","4860644","=""4860644""","23.33","2019-2023","2020","Census","United States"
"City","Rankin","TX","4860668","=""4860668""","7.86","2019-2023","2020","Census","United States"
"City","Ransom Canyon","TX","4860672","=""4860672""","46.90","2019-2023","2020","Census","United States"
"City","Ratamosa","TX","4860686","=""4860686""","31.11","2019-2023","2020","Census","United States"
"City","Ravenna","TX","4860752","=""4860752""","27.75","2019-2023","2020","Census","United States"
"City","Raymondville","TX","4860836","=""4860836""","8.12","2019-2023","2020","Census","United States"
"City","Realitos","TX","4860932","=""4860932""","0.00","2019-2023","2020","Census","United States"
"City","Redfield","TX","4861040","=""4861040""","37.09","2019-2023","2020","Census","United States"
"City","Redford","TX","4861076","=""4861076""","12.95","2019-2023","2020","Census","United States"
"City","Redland","TX","4861124","=""4861124""","22.45","2019-2023","2020","Census","United States"
"City","Red Lick","TX","4861172","=""4861172""","33.12","2019-2023","2020","Census","United States"
"City","Red Oak","TX","4861196","=""4861196""","36.13","2019-2023","2020","Census","United States"
"City","Red Rock","TX","4861280","=""4861280""","2.09","2019-2023","2020","Census","United States"
"City","Redwater","TX","4861340","=""4861340""","23.35","2019-2023","2020","Census","United States"
"City","Redwood","TX","4861352","=""4861352""","9.16","2019-2023","2020","Census","United States"
"City","Refugio","TX","4861436","=""4861436""","14.45","2019-2023","2020","Census","United States"
"City","Regino Ramirez","TX","4861454","=""4861454""","0.00","2019-2023","2020","Census","United States"
"City","Reid Hope King","TX","4861466","=""4861466""","22.78","2019-2023","2020","Census","United States"
"City","Reklaw","TX","4861508","=""4861508""","35.93","2019-2023","2020","Census","United States"
"City","Relampago","TX","4861532","=""4861532""","9.91","2019-2023","2020","Census","United States"
"City","Rendon","TX","4861568","=""4861568""","26.23","2019-2023","2020","Census","United States"
"City","Reno","TX","4861592","=""4861592""","26.23","2019-2023","2020","Census","United States"
"City","Reno","TX","4861604","=""4861604""","10.76","2019-2023","2020","Census","United States"
"City","Retreat","TX","4861616","=""4861616""","11.76","2019-2023","2020","Census","United States"
"City","Rhome","TX","4861700","=""4861700""","20.24","2019-2023","2020","Census","United States"
"City","Ricardo","TX","4861724","=""4861724""","33.79","2019-2023","2020","Census","United States"
"City","Rice","TX","4861736","=""4861736""","7.10","2019-2023","2020","Census","United States"
"City","Rice Tracts","TX","4861766","=""4861766""","40.83","2019-2023","2020","Census","United States"
"City","Richards","TX","4861784","=""4861784""","36.84","2019-2023","2020","Census","United States"
"City","Richardson","TX","4861796","=""4861796""","56.25","2019-2023","2020","Census","United States"
"City","Richland","TX","4861820","=""4861820""","21.40","2019-2023","2020","Census","United States"
"City","Richland Hills","TX","4861844","=""4861844""","15.56","2019-2023","2020","Census","United States"
"City","Richland Springs","TX","4861880","=""4861880""","18.84","2019-2023","2020","Census","United States"
"City","Richmond","TX","4861892","=""4861892""","20.30","2019-2023","2020","Census","United States"
"City","Richwood","TX","4861904","=""4861904""","23.68","2019-2023","2020","Census","United States"
"City","Riesel","TX","4862108","=""4862108""","27.60","2019-2023","2020","Census","United States"
"City","Ringgold","TX","4862132","=""4862132""","25.36","2019-2023","2020","Census","United States"
"City","Rio Bravo","TX","4862138","=""4862138""","4.41","2019-2023","2020","Census","United States"
"City","Rio Grande City","TX","4862168","=""4862168""","18.06","2019-2023","2020","Census","United States"
"City","Rio Hondo","TX","4862180","=""4862180""","12.51","2019-2023","2020","Census","United States"
"City","Rio Vista","TX","4862240","=""4862240""","13.47","2019-2023","2020","Census","United States"
"City","Rising Star","TX","4862252","=""4862252""","4.08","2019-2023","2020","Census","United States"
"City","Rivereno","TX","4862318","=""4862318""","N/A","2019-2023","2020","Census","United States"
"City","River Oaks","TX","4862384","=""4862384""","15.63","2019-2023","2020","Census","United States"
"City","Riverside","TX","4862408","=""4862408""","20.13","2019-2023","2020","Census","United States"
"City","Riviera","TX","4862468","=""4862468""","25.42","2019-2023","2020","Census","United States"
"City","Road Runner","TX","4862486","=""4862486""","4.20","2019-2023","2020","Census","United States"
"City","Roanoke","TX","4862504","=""4862504""","47.50","2019-2023","2020","Census","United States"
"City","Roaring Springs","TX","4862528","=""4862528""","11.89","2019-2023","2020","Census","United States"
"City","Robert Lee","TX","4862564","=""4862564""","7.49","2019-2023","2020","Census","United States"
"City","Robinson","TX","4862588","=""4862588""","21.54","2019-2023","2020","Census","United States"
"City","Robstown","TX","4862600","=""4862600""","7.20","2019-2023","2020","Census","United States"
"City","Roby","TX","4862612","=""4862612""","15.78","2019-2023","2020","Census","United States"
"City","Rochelle","TX","4862624","=""4862624""","15.79","2019-2023","2020","Census","United States"
"City","Rochester","TX","4862636","=""4862636""","6.58","2019-2023","2020","Census","United States"
"City","Rockdale","TX","4862672","=""4862672""","14.99","2019-2023","2020","Census","United States"
"City","Rock Island","TX","4862732","=""4862732""","10.63","2019-2023","2020","Census","United States"
"City","Rockport","TX","4862804","=""4862804""","37.44","2019-2023","2020","Census","United States"
"City","Rocksprings","TX","4862816","=""4862816""","10.09","2019-2023","2020","Census","United States"
"City","Rockwall","TX","4862828","=""4862828""","49.22","2019-2023","2020","Census","United States"
"City","Rockwell Place","TX","4862834","=""4862834""","13.89","2019-2023","2020","Census","United States"
"City","Rocky Mound","TX","4862870","=""4862870""","7.77","2019-2023","2020","Census","United States"
"City","Rogers","TX","4862924","=""4862924""","4.00","2019-2023","2020","Census","United States"
"City","Rollingwood","TX","4863008","=""4863008""","91.50","2019-2023","2020","Census","United States"
"City","Roma","TX","4863020","=""4863020""","16.14","2019-2023","2020","Census","United States"
"City","Roman Forest","TX","4863044","=""4863044""","27.32","2019-2023","2020","Census","United States"
"City","Ropesville","TX","4863140","=""4863140""","19.21","2019-2023","2020","Census","United States"
"City","Rosanky","TX","4863164","=""4863164""","18.87","2019-2023","2020","Census","United States"
"City","Roscoe","TX","4863176","=""4863176""","12.35","2019-2023","2020","Census","United States"
"City","Rosebud","TX","4863188","=""4863188""","11.76","2019-2023","2020","Census","United States"
"City","Rose City","TX","4863200","=""4863200""","6.80","2019-2023","2020","Census","United States"
"City","Rose Hill Acres","TX","4863272","=""4863272""","12.98","2019-2023","2020","Census","United States"
"City","Rosenberg","TX","4863284","=""4863284""","22.33","2019-2023","2020","Census","United States"
"City","Rosharon","TX","4863332","=""4863332""","8.62","2019-2023","2020","Census","United States"
"City","Rosita","TX","4863350","=""4863350""","4.26","2019-2023","2020","Census","United States"
"City","Ross","TX","4863380","=""4863380""","20.96","2019-2023","2020","Census","United States"
"City","Rosser","TX","4863404","=""4863404""","7.01","2019-2023","2020","Census","United States"
"City","Rotan","TX","4863464","=""4863464""","14.79","2019-2023","2020","Census","United States"
"City","Round Mountain","TX","4863476","=""4863476""","5.26","2019-2023","2020","Census","United States"
"City","Round Rock","TX","4863500","=""4863500""","43.58","2019-2023","2020","Census","United States"
"City","Round Top","TX","4863524","=""4863524""","63.00","2019-2023","2020","Census","United States"
"City","Rowena","TX","4863560","=""4863560""","10.59","2019-2023","2020","Census","United States"
"City","Rowlett","TX","4863572","=""4863572""","38.23","2019-2023","2020","Census","United States"
"City","Roxton","TX","4863584","=""4863584""","32.56","2019-2023","2020","Census","United States"
"City","Royse City","TX","4863668","=""4863668""","29.20","2019-2023","2020","Census","United States"
"City","Rule","TX","4863752","=""4863752""","13.27","2019-2023","2020","Census","United States"
"City","Runaway Bay","TX","4863782","=""4863782""","33.39","2019-2023","2020","Census","United States"
"City","Runge","TX","4863788","=""4863788""","20.37","2019-2023","2020","Census","United States"
"City","Rusk","TX","4863848","=""4863848""","8.65","2019-2023","2020","Census","United States"
"City","Sabinal","TX","4864004","=""4864004""","18.08","2019-2023","2020","Census","United States"
"City","Sachse","TX","4864064","=""4864064""","47.43","2019-2023","2020","Census","United States"
"City","Sadler","TX","4864088","=""4864088""","11.92","2019-2023","2020","Census","United States"
"City","Saginaw","TX","4864112","=""4864112""","25.89","2019-2023","2020","Census","United States"
"City","St. Hedwig","TX","4864172","=""4864172""","38.25","2019-2023","2020","Census","United States"
"City","St. Jo","TX","4864184","=""4864184""","17.70","2019-2023","2020","Census","United States"
"City","St. Paul","TX","4864220","=""4864220""","39.76","2019-2023","2020","Census","United States"
"City","St. Paul","TX","4864244","=""4864244""","3.98","2019-2023","2020","Census","United States"
"City","Salado","TX","4864268","=""4864268""","60.53","2019-2023","2020","Census","United States"
"City","Salida del Sol Estates","TX","4864307","=""4864307""","7.27","2019-2023","2020","Census","United States"
"City","Salineño","TX","4864316","=""4864316""","0.00","2019-2023","2020","Census","United States"
"City","Salineño North","TX","4864322","=""4864322""","0.00","2019-2023","2020","Census","United States"
"City","Sammy Martinez","TX","4864442","=""4864442""","17.65","2019-2023","2020","Census","United States"
"City","Samnorwood","TX","4864448","=""4864448""","58.62","2019-2023","2020","Census","United States"
"City","Sam Rayburn","TX","4864460","=""4864460""","32.28","2019-2023","2020","Census","United States"
"City","San Angelo","TX","4864472","=""4864472""","24.88","2019-2023","2020","Census","United States"
"City","San Antonio","TX","4865000","=""4865000""","28.70","2019-2023","2020","Census","United States"
"City","San Augustine","TX","4865024","=""4865024""","12.66","2019-2023","2020","Census","United States"
"City","San Benito","TX","4865036","=""4865036""","13.15","2019-2023","2020","Census","United States"
"City","San Carlos","TX","4865048","=""4865048""","8.96","2019-2023","2020","Census","United States"
"City","San Carlos I","TX","4865049","=""4865049""","0.00","2019-2023","2020","Census","United States"
"City","San Carlos II","TX","4865050","=""4865050""","0.00","2019-2023","2020","Census","United States"
"City","Sanctuary","TX","4865066","=""4865066""","14.09","2019-2023","2020","Census","United States"
"City","Sanderson","TX","4865084","=""4865084""","23.53","2019-2023","2020","Census","United States"
"City","Sandia","TX","4865168","=""4865168""","57.08","2019-2023","2020","Census","United States"
"City","San Diego","TX","4865180","=""4865180""","6.82","2019-2023","2020","Census","United States"
"City","Sandoval","TX","4865210","=""4865210""","N/A","2019-2023","2020","Census","United States"
"City","Sand Springs","TX","4865240","=""4865240""","22.74","2019-2023","2020","Census","United States"
"City","Sandy Hollow-Escondidas","TX","4865342","=""4865342""","36.24","2019-2023","2020","Census","United States"
"City","Sandy Oaks","TX","4865344","=""4865344""","11.04","2019-2023","2020","Census","United States"
"City","Sandy Point","TX","4865345","=""4865345""","18.75","2019-2023","2020","Census","United States"
"City","San Elizario","TX","4865360","=""4865360""","5.03","2019-2023","2020","Census","United States"
"City","San Felipe","TX","4865372","=""4865372""","19.00","2019-2023","2020","Census","United States"
"City","San Fernando","TX","4865378","=""4865378""","0.00","2019-2023","2020","Census","United States"
"City","Sanford","TX","4865384","=""4865384""","0.00","2019-2023","2020","Census","United States"
"City","Sanger","TX","4865408","=""4865408""","24.61","2019-2023","2020","Census","United States"
"City","San Isidro","TX","4865432","=""4865432""","15.60","2019-2023","2020","Census","United States"
"City","San Juan","TX","4865516","=""4865516""","14.43","2019-2023","2020","Census","United States"
"City","San Juan","TX","4865532","=""4865532""","20.00","2019-2023","2020","Census","United States"
"City","San Leanna","TX","4865552","=""4865552""","53.47","2019-2023","2020","Census","United States"
"City","San Leon","TX","4865564","=""4865564""","10.52","2019-2023","2020","Census","United States"
"City","San Marcos","TX","4865600","=""4865600""","37.29","2019-2023","2020","Census","United States"
"City","San Patricio","TX","4865612","=""4865612""","13.33","2019-2023","2020","Census","United States"
"City","San Pedro","TX","4865620","=""4865620""","4.24","2019-2023","2020","Census","United States"
"City","San Perlita","TX","4865636","=""4865636""","15.11","2019-2023","2020","Census","United States"
"City","San Saba","TX","4865648","=""4865648""","12.08","2019-2023","2020","Census","United States"
"City","Sansom Park","TX","4865660","=""4865660""","8.93","2019-2023","2020","Census","United States"
"City","Santa Anna","TX","4865672","=""4865672""","17.15","2019-2023","2020","Census","United States"
"City","Santa Anna","TX","4865678","=""4865678""","N/A","2019-2023","2020","Census","United States"
"City","Santa Clara","TX","4865690","=""4865690""","26.49","2019-2023","2020","Census","United States"
"City","Santa Cruz","TX","4865708","=""4865708""","0.00","2019-2023","2020","Census","United States"
"City","Santa Fe","TX","4865726","=""4865726""","16.91","2019-2023","2020","Census","United States"
"City","Santa Maria","TX","4865744","=""4865744""","3.54","2019-2023","2020","Census","United States"
"City","Santa Monica","TX","4865756","=""4865756""","40.00","2019-2023","2020","Census","United States"
"City","Santa Rita Ranch","TX","4865762","=""4865762""","59.63","2019-2023","2020","Census","United States"
"City","Santa Rosa","TX","4865768","=""4865768""","9.74","2019-2023","2020","Census","United States"
"City","Santa Rosa","TX","4865774","=""4865774""","0.00","2019-2023","2020","Census","United States"
"City","Santel","TX","4865777","=""4865777""","N/A","2019-2023","2020","Census","United States"
"City","Santo","TX","4865780","=""4865780""","58.27","2019-2023","2020","Census","United States"
"City","San Ygnacio","TX","4865792","=""4865792""","3.36","2019-2023","2020","Census","United States"
"City","Sargent","TX","4865864","=""4865864""","35.39","2019-2023","2020","Census","United States"
"City","Sarita","TX","4865876","=""4865876""","4.55","2019-2023","2020","Census","United States"
"City","Savannah","TX","4866000","=""4866000""","42.44","2019-2023","2020","Census","United States"
"City","Savoy","TX","4866008","=""4866008""","8.14","2019-2023","2020","Census","United States"
"City","Scenic Oaks","TX","4866089","=""4866089""","58.55","2019-2023","2020","Census","United States"
"City","Schertz","TX","4866128","=""4866128""","40.23","2019-2023","2020","Census","United States"
"City","Schulenburg","TX","4866188","=""4866188""","13.34","2019-2023","2020","Census","United States"
"City","Scissors","TX","4866248","=""4866248""","2.99","2019-2023","2020","Census","United States"
"City","Scotland","TX","4866284","=""4866284""","19.89","2019-2023","2020","Census","United States"
"City","Scottsville","TX","4866332","=""4866332""","13.16","2019-2023","2020","Census","United States"
"City","Scurry","TX","4866368","=""4866368""","27.12","2019-2023","2020","Census","United States"
"City","Seabrook","TX","4866392","=""4866392""","39.84","2019-2023","2020","Census","United States"
"City","Seadrift","TX","4866416","=""4866416""","2.35","2019-2023","2020","Census","United States"
"City","Seagoville","TX","4866428","=""4866428""","11.16","2019-2023","2020","Census","United States"
"City","Seagraves","TX","4866440","=""4866440""","11.23","2019-2023","2020","Census","United States"
"City","Sealy","TX","4866464","=""4866464""","12.77","2019-2023","2020","Census","United States"
"City","Sebastian","TX","4866512","=""4866512""","7.21","2019-2023","2020","Census","United States"
"City","Seco Mines","TX","4866536","=""4866536""","11.94","2019-2023","2020","Census","United States"
"City","Seguin","TX","4866644","=""4866644""","20.07","2019-2023","2020","Census","United States"
"City","Seis Lagos","TX","4866686","=""4866686""","69.37","2019-2023","2020","Census","United States"
"City","Selma","TX","4866704","=""4866704""","41.09","2019-2023","2020","Census","United States"
"City","Seminole","TX","4866764","=""4866764""","15.79","2019-2023","2020","Census","United States"
"City","Serenada","TX","4866806","=""4866806""","39.52","2019-2023","2020","Census","United States"
"City","Seth Ward","TX","4866848","=""4866848""","8.05","2019-2023","2020","Census","United States"
"City","Seven Oaks","TX","4866884","=""4866884""","1.74","2019-2023","2020","Census","United States"
"City","Seven Points","TX","4866908","=""4866908""","12.30","2019-2023","2020","Census","United States"
"City","Seymour","TX","4866968","=""4866968""","22.12","2019-2023","2020","Census","United States"
"City","Shadybrook","TX","4867010","=""4867010""","13.62","2019-2023","2020","Census","United States"
"City","Shady Hollow","TX","4867082","=""4867082""","65.50","2019-2023","2020","Census","United States"
"City","Shady Shores","TX","4867100","=""4867100""","46.96","2019-2023","2020","Census","United States"
"City","Shallowater","TX","4867136","=""4867136""","26.73","2019-2023","2020","Census","United States"
"City","Shamrock","TX","4867160","=""4867160""","19.66","2019-2023","2020","Census","United States"
"City","Shavano Park","TX","4867268","=""4867268""","69.46","2019-2023","2020","Census","United States"
"City","Sheffield","TX","4867340","=""4867340""","58.88","2019-2023","2020","Census","United States"
"City","Shelbyville","TX","4867364","=""4867364""","83.33","2019-2023","2020","Census","United States"
"City","Sheldon","TX","4867376","=""4867376""","6.37","2019-2023","2020","Census","United States"
"City","Shenandoah","TX","4867400","=""4867400""","45.72","2019-2023","2020","Census","United States"
"City","Shepherd","TX","4867424","=""4867424""","7.78","2019-2023","2020","Census","United States"
"City","Sheridan","TX","4867472","=""4867472""","14.13","2019-2023","2020","Census","United States"
"City","Sherman","TX","4867496","=""4867496""","23.12","2019-2023","2020","Census","United States"
"City","Sherwood Shores","TX","4867554","=""4867554""","19.40","2019-2023","2020","Census","United States"
"City","Shiner","TX","4867640","=""4867640""","35.72","2019-2023","2020","Census","United States"
"City","Shiro","TX","4867664","=""4867664""","0.00","2019-2023","2020","Census","United States"
"City","Shoreacres","TX","4867688","=""4867688""","35.69","2019-2023","2020","Census","United States"
"City","Sienna","TX","4867763","=""4867763""","64.39","2019-2023","2020","Census","United States"
"City","Sierra Blanca","TX","4867772","=""4867772""","14.36","2019-2023","2020","Census","United States"
"City","Siesta Acres","TX","4867775","=""4867775""","14.92","2019-2023","2020","Census","United States"
"City","Siesta Shores","TX","4867778","=""4867778""","2.27","2019-2023","2020","Census","United States"
"City","Silsbee","TX","4867832","=""4867832""","17.45","2019-2023","2020","Census","United States"
"City","Silverton","TX","4867904","=""4867904""","8.91","2019-2023","2020","Census","United States"
"City","Simonton","TX","4867964","=""4867964""","37.46","2019-2023","2020","Census","United States"
"City","Sinton","TX","4868036","=""4868036""","7.49","2019-2023","2020","Census","United States"
"City","Skellytown","TX","4868120","=""4868120""","6.92","2019-2023","2020","Census","United States"
"City","Skidmore","TX","4868132","=""4868132""","8.45","2019-2023","2020","Census","United States"
"City","Slaton","TX","4868180","=""4868180""","11.48","2019-2023","2020","Census","United States"
"City","Smiley","TX","4868300","=""4868300""","4.93","2019-2023","2020","Census","United States"
"City","Smithville","TX","4868456","=""4868456""","22.50","2019-2023","2020","Census","United States"
"City","Smyer","TX","4868504","=""4868504""","14.66","2019-2023","2020","Census","United States"
"City","Snook","TX","4868576","=""4868576""","25.00","2019-2023","2020","Census","United States"
"City","Snyder","TX","4868624","=""4868624""","15.25","2019-2023","2020","Census","United States"
"City","Socorro","TX","4868636","=""4868636""","10.31","2019-2023","2020","Census","United States"
"City","Solis","TX","4868678","=""4868678""","1.82","2019-2023","2020","Census","United States"
"City","Somerset","TX","4868708","=""4868708""","13.70","2019-2023","2020","Census","United States"
"City","Somerville","TX","4868720","=""4868720""","22.65","2019-2023","2020","Census","United States"
"City","Sonora","TX","4868756","=""4868756""","16.04","2019-2023","2020","Census","United States"
"City","Sonterra","TX","4868762","=""4868762""","19.77","2019-2023","2020","Census","United States"
"City","Sour Lake","TX","4868828","=""4868828""","21.52","2019-2023","2020","Census","United States"
"City","South Alamo","TX","4868846","=""4868846""","1.62","2019-2023","2020","Census","United States"
"City","South Fork Estates","TX","4868966","=""4868966""","0.00","2019-2023","2020","Census","United States"
"City","South Frydek","TX","4868978","=""4868978""","51.37","2019-2023","2020","Census","United States"
"City","South Houston","TX","4869020","=""4869020""","9.20","2019-2023","2020","Census","United States"
"City","Southlake","TX","4869032","=""4869032""","74.65","2019-2023","2020","Census","United States"
"City","South La Paloma","TX","4869072","=""4869072""","0.00","2019-2023","2020","Census","United States"
"City","Southmayd","TX","4869104","=""4869104""","4.88","2019-2023","2020","Census","United States"
"City","South Mountain","TX","4869120","=""4869120""","15.32","2019-2023","2020","Census","United States"
"City","South Padre Island","TX","4869140","=""4869140""","52.49","2019-2023","2020","Census","United States"
"City","South Point","TX","4869194","=""4869194""","11.28","2019-2023","2020","Census","United States"
"City","Southside Place","TX","4869272","=""4869272""","90.53","2019-2023","2020","Census","United States"
"City","South Toledo Bend","TX","4869326","=""4869326""","7.99","2019-2023","2020","Census","United States"
"City","Southwest Sandhill","TX","4869353","=""4869353""","9.73","2019-2023","2020","Census","United States"
"City","Spade","TX","4869380","=""4869380""","75.76","2019-2023","2020","Census","United States"
"City","Sparks","TX","4869432","=""4869432""","7.10","2019-2023","2020","Census","United States"
"City","Spearman","TX","4869476","=""4869476""","29.63","2019-2023","2020","Census","United States"
"City","Splendora","TX","4869548","=""4869548""","9.51","2019-2023","2020","Census","United States"
"City","Spofford","TX","4869560","=""4869560""","0.00","2019-2023","2020","Census","United States"
"City","Spring","TX","4869596","=""4869596""","25.39","2019-2023","2020","Census","United States"
"City","Spring Branch","TX","4869608","=""4869608""","41.15","2019-2023","2020","Census","United States"
"City","Spring Gardens","TX","4869708","=""4869708""","0.00","2019-2023","2020","Census","United States"
"City","Springlake","TX","4869764","=""4869764""","0.00","2019-2023","2020","Census","United States"
"City","Springtown","TX","4869800","=""4869800""","12.42","2019-2023","2020","Census","United States"
"City","Spring Valley Village","TX","4869830","=""4869830""","86.08","2019-2023","2020","Census","United States"
"City","Spur","TX","4869848","=""4869848""","16.67","2019-2023","2020","Census","United States"
"City","Stafford","TX","4869908","=""4869908""","40.70","2019-2023","2020","Census","United States"
"City","Stagecoach","TX","4869932","=""4869932""","34.69","2019-2023","2020","Census","United States"
"City","Stamford","TX","4869980","=""4869980""","14.19","2019-2023","2020","Census","United States"
"City","Stanton","TX","4870040","=""4870040""","16.49","2019-2023","2020","Census","United States"
"City","Staples","TX","4870052","=""4870052""","23.58","2019-2023","2020","Census","United States"
"City","Star Harbor","TX","4870076","=""4870076""","48.85","2019-2023","2020","Census","United States"
"City","Steiner Ranch","TX","4870154","=""4870154""","74.75","2019-2023","2020","Census","United States"
"City","Stephenville","TX","4870208","=""4870208""","33.55","2019-2023","2020","Census","United States"
"City","Sterling City","TX","4870232","=""4870232""","21.79","2019-2023","2020","Census","United States"
"City","Stinnett","TX","4870340","=""4870340""","9.84","2019-2023","2020","Census","United States"
"City","Stockdale","TX","4870376","=""4870376""","11.99","2019-2023","2020","Census","United States"
"City","Stockton Bend","TX","4870406","=""4870406""","65.42","2019-2023","2020","Census","United States"
"City","Stonewall","TX","4870460","=""4870460""","35.32","2019-2023","2020","Census","United States"
"City","Stowell","TX","4870520","=""4870520""","22.16","2019-2023","2020","Census","United States"
"City","Stratford","TX","4870544","=""4870544""","29.76","2019-2023","2020","Census","United States"
"City","Strawn","TX","4870580","=""4870580""","4.40","2019-2023","2020","Census","United States"
"City","Streetman","TX","4870604","=""4870604""","16.34","2019-2023","2020","Census","United States"
"City","Study Butte","TX","4870688","=""4870688""","13.64","2019-2023","2020","Census","United States"
"City","Sudan","TX","4870772","=""4870772""","16.40","2019-2023","2020","Census","United States"
"City","Sugar Land","TX","4870808","=""4870808""","62.40","2019-2023","2020","Census","United States"
"City","Sullivan City","TX","4870868","=""4870868""","10.36","2019-2023","2020","Census","United States"
