"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Median Household Income","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"City","Lawson Heights","PA","4242032","=""4242032""","64844","2019-2023","2020","Census","United States"
"City","Leamersville","PA","4242136","=""4242136""","N/A","2019-2023","2020","Census","United States"
"City","Lebanon","PA","4242168","=""4242168""","47439","2019-2023","2020","Census","United States"
"City","Lebanon South","PA","4242192","=""4242192""","77608","2019-2023","2020","Census","United States"
"City","Leechburg","PA","4242280","=""4242280""","54886","2019-2023","2020","Census","United States"
"City","Leeper","PA","4242328","=""4242328""","110292","2019-2023","2020","Census","United States"
"City","Leesport","PA","4242352","=""4242352""","96500","2019-2023","2020","Census","United States"
"City","Leetsdale","PA","4242392","=""4242392""","65368","2019-2023","2020","Census","United States"
"City","Lehighton","PA","4242472","=""4242472""","62083","2019-2023","2020","Census","United States"
"City","Leith-Hatfield","PA","4242596","=""4242596""","107206","2019-2023","2020","Census","United States"
"City","Lemont","PA","4242632","=""4242632""","98847","2019-2023","2020","Census","United States"
"City","Lemont Furnace","PA","4242640","=""4242640""","60000","2019-2023","2020","Census","United States"
"City","Lemoyne","PA","4242648","=""4242648""","65995","2019-2023","2020","Census","United States"
"City","Lenape Heights","PA","4242672","=""4242672""","74700","2019-2023","2020","Census","United States"
"City","Lenhartsville","PA","4242688","=""4242688""","78125","2019-2023","2020","Census","United States"
"City","Lenkerville","PA","4242704","=""4242704""","N/A","2019-2023","2020","Census","United States"
"City","Leola","PA","4242776","=""4242776""","84653","2019-2023","2020","Census","United States"
"City","LeRaysville","PA","4242824","=""4242824""","80917","2019-2023","2020","Census","United States"
"City","Level Green","PA","4242912","=""4242912""","101230","2019-2023","2020","Census","United States"
"City","Levittown","PA","4242928","=""4242928""","101619","2019-2023","2020","Census","United States"
"City","Lewisberry","PA","4242968","=""4242968""","92188","2019-2023","2020","Census","United States"
"City","Lewisburg","PA","4242976","=""4242976""","51674","2019-2023","2020","Census","United States"
"City","Lewis Run","PA","4242984","=""4242984""","72639","2019-2023","2020","Census","United States"
"City","Lewistown","PA","4243000","=""4243000""","40179","2019-2023","2020","Census","United States"
"City","Liberty","PA","4243064","=""4243064""","76607","2019-2023","2020","Census","United States"
"City","Liberty","PA","4243128","=""4243128""","48750","2019-2023","2020","Census","United States"
"City","Lightstreet","PA","4243224","=""4243224""","40658","2019-2023","2020","Census","United States"
"City","Ligonier","PA","4243232","=""4243232""","74420","2019-2023","2020","Census","United States"
"City","Lilly","PA","4243248","=""4243248""","63056","2019-2023","2020","Census","United States"
"City","Lima","PA","4243272","=""4243272""","76953","2019-2023","2020","Census","United States"
"City","Lime Ridge","PA","4243320","=""4243320""","64844","2019-2023","2020","Census","United States"
"City","Lincoln","PA","4243408","=""4243408""","76330","2019-2023","2020","Census","United States"
"City","Lincoln Park","PA","4243496","=""4243496""","100875","2019-2023","2020","Census","United States"
"City","Lincoln University","PA","4243544","=""4243544""","N/A","2019-2023","2020","Census","United States"
"City","Lincolnville","PA","4243552","=""4243552""","54063","2019-2023","2020","Census","United States"
"City","Linds Crossing","PA","4243628","=""4243628""","N/A","2019-2023","2020","Census","United States"
"City","Linesville","PA","4243656","=""4243656""","59375","2019-2023","2020","Census","United States"
"City","Linglestown","PA","4243672","=""4243672""","89887","2019-2023","2020","Census","United States"
"City","Linntown","PA","4243704","=""4243704""","108716","2019-2023","2020","Census","United States"
"City","Linwood","PA","4243720","=""4243720""","76077","2019-2023","2020","Census","United States"
"City","Lionville","PA","4243744","=""4243744""","96381","2019-2023","2020","Census","United States"
"City","Lititz","PA","4243816","=""4243816""","82861","2019-2023","2020","Census","United States"
"City","Little Britain","PA","4243828","=""4243828""","N/A","2019-2023","2020","Census","United States"
"City","Little Meadows","PA","4243928","=""4243928""","50313","2019-2023","2020","Census","United States"
"City","Littlestown","PA","4243944","=""4243944""","68415","2019-2023","2020","Census","United States"
"City","Liverpool","PA","4243968","=""4243968""","57604","2019-2023","2020","Census","United States"
"City","Lock Haven","PA","4244128","=""4244128""","40131","2019-2023","2020","Census","United States"
"City","Locustdale","PA","4244224","=""4244224""","25625","2019-2023","2020","Census","United States"
"City","Loganton","PA","4244400","=""4244400""","63750","2019-2023","2020","Census","United States"
"City","Loganville","PA","4244416","=""4244416""","96905","2019-2023","2020","Census","United States"
"City","Long Branch","PA","4244512","=""4244512""","64167","2019-2023","2020","Census","United States"
"City","Longfellow","PA","4244528","=""4244528""","62273","2019-2023","2020","Census","United States"
"City","Loop","PA","4244632","=""4244632""","97396","2019-2023","2020","Census","United States"
"City","Lorain","PA","4244664","=""4244664""","52727","2019-2023","2020","Census","United States"
"City","Lorane","PA","4244672","=""4244672""","86064","2019-2023","2020","Census","United States"
"City","Loretto","PA","4244704","=""4244704""","61591","2019-2023","2020","Census","United States"
"City","Lower Allen","PA","4244824","=""4244824""","85537","2019-2023","2020","Census","United States"
"City","Lower Burrell","PA","4244864","=""4244864""","81860","2019-2023","2020","Census","United States"
"City","Loyalhanna","PA","4245192","=""4245192""","68611","2019-2023","2020","Census","United States"
"City","Lucerne Mines","PA","4245312","=""4245312""","71511","2019-2023","2020","Census","United States"
"City","Lumber City","PA","4245452","=""4245452""","N/A","2019-2023","2020","Census","United States"
"City","Luzerne","PA","4245568","=""4245568""","39257","2019-2023","2020","Census","United States"
"City","Lykens","PA","4245592","=""4245592""","69125","2019-2023","2020","Census","United States"
"City","Lynnwood-Pricedale","PA","4245732","=""4245732""","55918","2019-2023","2020","Census","United States"
"City","Lyons","PA","4245752","=""4245752""","53750","2019-2023","2020","Census","United States"
"City","McAdoo","PA","4245824","=""4245824""","45239","2019-2023","2020","Census","United States"
"City","McAlisterville","PA","4245848","=""4245848""","53529","2019-2023","2020","Census","United States"
"City","McClure","PA","4245992","=""4245992""","68833","2019-2023","2020","Census","United States"
"City","McConnellsburg","PA","4246000","=""4246000""","36563","2019-2023","2020","Census","United States"
"City","McConnellstown","PA","4246016","=""4246016""","98000","2019-2023","2020","Census","United States"
"City","McDonald","PA","4246072","=""4246072""","56369","2019-2023","2020","Census","United States"
"City","McElhattan","PA","4246112","=""4246112""","63542","2019-2023","2020","Census","United States"
"City","McEwensville","PA","4246120","=""4246120""","72679","2019-2023","2020","Census","United States"
"City","McGovern","PA","4246160","=""4246160""","110778","2019-2023","2020","Census","United States"
"City","McKean","PA","4246216","=""4246216""","69583","2019-2023","2020","Census","United States"
"City","McKeansburg","PA","4246232","=""4246232""","80000","2019-2023","2020","Census","United States"
"City","McKee","PA","4246240","=""4246240""","N/A","2019-2023","2020","Census","United States"
"City","McKeesport","PA","4246256","=""4246256""","31854","2019-2023","2020","Census","United States"
"City","McKees Rocks","PA","4246264","=""4246264""","33510","2019-2023","2020","Census","United States"
"City","McKinley","PA","4246280","=""4246280""","112375","2019-2023","2020","Census","United States"
"City","McKnightstown","PA","4246312","=""4246312""","111923","2019-2023","2020","Census","United States"
"City","McMurray","PA","4246344","=""4246344""","151478","2019-2023","2020","Census","United States"
"City","McSherrystown","PA","4246376","=""4246376""","70890","2019-2023","2020","Census","United States"
"City","Macungie","PA","4246392","=""4246392""","74056","2019-2023","2020","Census","United States"
"City","McVeytown","PA","4246400","=""4246400""","67273","2019-2023","2020","Census","United States"
"City","Madison","PA","4246488","=""4246488""","87292","2019-2023","2020","Census","United States"
"City","Madisonburg","PA","4246504","=""4246504""","46667","2019-2023","2020","Census","United States"
"City","Mahaffey","PA","4246568","=""4246568""","55000","2019-2023","2020","Census","United States"
"City","Mahanoy City","PA","4246592","=""4246592""","38047","2019-2023","2020","Census","United States"
"City","Mainville","PA","4246720","=""4246720""","35625","2019-2023","2020","Census","United States"
"City","Maitland","PA","4246728","=""4246728""","77007","2019-2023","2020","Census","United States"
"City","Malvern","PA","4246792","=""4246792""","106638","2019-2023","2020","Census","United States"
"City","Mammoth","PA","4246800","=""4246800""","47708","2019-2023","2020","Census","United States"
"City","Manchester","PA","4246864","=""4246864""","73472","2019-2023","2020","Census","United States"
"City","Manheim","PA","4246888","=""4246888""","81484","2019-2023","2020","Census","United States"
"City","Manns Choice","PA","4246944","=""4246944""","53125","2019-2023","2020","Census","United States"
"City","Manor","PA","4247000","=""4247000""","134479","2019-2023","2020","Census","United States"
"City","Manorville","PA","4247064","=""4247064""","75714","2019-2023","2020","Census","United States"
"City","Mansfield","PA","4247080","=""4247080""","46250","2019-2023","2020","Census","United States"
"City","Maple Glen","PA","4247152","=""4247152""","173110","2019-2023","2020","Census","United States"
"City","Mapleton","PA","4247248","=""4247248""","58750","2019-2023","2020","Census","United States"
"City","Mapletown","PA","4247264","=""4247264""","85313","2019-2023","2020","Census","United States"
"City","Marcus Hook","PA","4247344","=""4247344""","50952","2019-2023","2020","Census","United States"
"City","Marianna","PA","4247400","=""4247400""","53750","2019-2023","2020","Census","United States"
"City","Marianne","PA","4247404","=""4247404""","61161","2019-2023","2020","Census","United States"
"City","Marienville","PA","4247416","=""4247416""","50675","2019-2023","2020","Census","United States"
"City","Marietta","PA","4247424","=""4247424""","56204","2019-2023","2020","Census","United States"
"City","Marion","PA","4247464","=""4247464""","32734","2019-2023","2020","Census","United States"
"City","Marion Center","PA","4247472","=""4247472""","41875","2019-2023","2020","Census","United States"
"City","Marion Heights","PA","4247480","=""4247480""","41250","2019-2023","2020","Census","United States"
"City","Marklesburg","PA","4247544","=""4247544""","80125","2019-2023","2020","Census","United States"
"City","Markleysburg","PA","4247560","=""4247560""","79688","2019-2023","2020","Census","United States"
"City","Marlin","PA","4247600","=""4247600""","148390","2019-2023","2020","Census","United States"
"City","Mars","PA","4247672","=""4247672""","58000","2019-2023","2020","Census","United States"
"City","Marshallton","PA","4247728","=""4247728""","103182","2019-2023","2020","Census","United States"
"City","Marshallton","PA","4247736","=""4247736""","53983","2019-2023","2020","Census","United States"
"City","Martinsburg","PA","4247872","=""4247872""","69038","2019-2023","2020","Census","United States"
"City","Martinsburg Junction","PA","4247880","=""4247880""","N/A","2019-2023","2020","Census","United States"
"City","Martins Creek","PA","4247896","=""4247896""","77623","2019-2023","2020","Census","United States"
"City","Marysville","PA","4247968","=""4247968""","67670","2019-2023","2020","Census","United States"
"City","Masontown","PA","4248000","=""4248000""","49536","2019-2023","2020","Census","United States"
"City","Masthope","PA","4248032","=""4248032""","97723","2019-2023","2020","Census","United States"
"City","Matamoras","PA","4248048","=""4248048""","74145","2019-2023","2020","Census","United States"
"City","Mather","PA","4248064","=""4248064""","47500","2019-2023","2020","Census","United States"
"City","Mattawana","PA","4248072","=""4248072""","93500","2019-2023","2020","Census","United States"
"City","Maxatawny","PA","4248120","=""4248120""","N/A","2019-2023","2020","Census","United States"
"City","Mayfield","PA","4248176","=""4248176""","80000","2019-2023","2020","Census","United States"
"City","Maytown","PA","4248224","=""4248224""","118361","2019-2023","2020","Census","United States"
"City","Meadowlands","PA","4248320","=""4248320""","80313","2019-2023","2020","Census","United States"
"City","Meadowood","PA","4248336","=""4248336""","80972","2019-2023","2020","Census","United States"
"City","Meadville","PA","4248360","=""4248360""","46012","2019-2023","2020","Census","United States"
"City","Mechanicsburg","PA","4248376","=""4248376""","81696","2019-2023","2020","Census","United States"
"City","Mechanicsville","PA","4248448","=""4248448""","63942","2019-2023","2020","Census","United States"
"City","Media","PA","4248480","=""4248480""","86219","2019-2023","2020","Census","United States"
"City","Mercer","PA","4248696","=""4248696""","44865","2019-2023","2020","Census","United States"
"City","Mercersburg","PA","4248704","=""4248704""","69583","2019-2023","2020","Census","United States"
"City","Meridian","PA","4248728","=""4248728""","70250","2019-2023","2020","Census","United States"
"City","Merion Station","PA","4248768","=""4248768""","250001","2019-2023","2020","Census","United States"
"City","Mertztown","PA","4248824","=""4248824""","64318","2019-2023","2020","Census","United States"
"City","Meshoppen","PA","4248856","=""4248856""","73333","2019-2023","2020","Census","United States"
"City","Messiah College","PA","4248868","=""4248868""","N/A","2019-2023","2020","Census","United States"
"City","Mexico","PA","4248904","=""4248904""","49476","2019-2023","2020","Census","United States"
"City","Meyersdale","PA","4248912","=""4248912""","64545","2019-2023","2020","Census","United States"
"City","Middleburg","PA","4248960","=""4248960""","58929","2019-2023","2020","Census","United States"
"City","Middleport","PA","4249048","=""4249048""","71667","2019-2023","2020","Census","United States"
"City","Middletown","PA","4249128","=""4249128""","54778","2019-2023","2020","Census","United States"
"City","Middletown","PA","4249144","=""4249144""","97040","2019-2023","2020","Census","United States"
"City","Midland","PA","4249184","=""4249184""","61250","2019-2023","2020","Census","United States"
"City","Midway","PA","4249224","=""4249224""","45189","2019-2023","2020","Census","United States"
"City","Midway","PA","4249240","=""4249240""","52778","2019-2023","2020","Census","United States"
"City","Mifflin","PA","4249272","=""4249272""","50357","2019-2023","2020","Census","United States"
"City","Mifflinburg","PA","4249288","=""4249288""","65643","2019-2023","2020","Census","United States"
"City","Mifflintown","PA","4249304","=""4249304""","49662","2019-2023","2020","Census","United States"
"City","Mifflinville","PA","4249312","=""4249312""","50735","2019-2023","2020","Census","United States"
"City","Milesburg","PA","4249368","=""4249368""","58667","2019-2023","2020","Census","United States"
"City","Milford","PA","4249400","=""4249400""","75536","2019-2023","2020","Census","United States"
"City","Milford Square","PA","4249440","=""4249440""","180000","2019-2023","2020","Census","United States"
"City","Millbourne","PA","4249504","=""4249504""","43625","2019-2023","2020","Census","United States"
"City","Mill Creek","PA","4249552","=""4249552""","45000","2019-2023","2020","Census","United States"
"City","Millersburg","PA","4249680","=""4249680""","65190","2019-2023","2020","Census","United States"
"City","Millerstown","PA","4249704","=""4249704""","N/A","2019-2023","2020","Census","United States"
"City","Millerstown","PA","4249720","=""4249720""","90921","2019-2023","2020","Census","United States"
"City","Millersville","PA","4249728","=""4249728""","65721","2019-2023","2020","Census","United States"
"City","Millerton","PA","4249736","=""4249736""","73472","2019-2023","2020","Census","United States"
"City","Mill Hall","PA","4249760","=""4249760""","53750","2019-2023","2020","Census","United States"
"City","Millheim","PA","4249768","=""4249768""","65833","2019-2023","2020","Census","United States"
"City","Mill Run","PA","4249848","=""4249848""","61447","2019-2023","2020","Census","United States"
"City","Millsboro","PA","4249880","=""4249880""","N/A","2019-2023","2020","Census","United States"
"City","Millvale","PA","4249920","=""4249920""","69936","2019-2023","2020","Census","United States"
"City","Mill Village","PA","4249936","=""4249936""","59659","2019-2023","2020","Census","United States"
"City","Millville","PA","4249944","=""4249944""","47262","2019-2023","2020","Census","United States"
"City","Millwood","PA","4249960","=""4249960""","38966","2019-2023","2020","Census","United States"
"City","Milroy","PA","4250000","=""4250000""","71366","2019-2023","2020","Census","United States"
"City","Milton","PA","4250016","=""4250016""","53552","2019-2023","2020","Census","United States"
"City","Minersville","PA","4250088","=""4250088""","55938","2019-2023","2020","Census","United States"
"City","Mingoville","PA","4250104","=""4250104""","129167","2019-2023","2020","Census","United States"
"City","Misericordia University","PA","4250160","=""4250160""","N/A","2019-2023","2020","Census","United States"
"City","Mocanaqua","PA","4250208","=""4250208""","61250","2019-2023","2020","Census","United States"
"City","Modena","PA","4250232","=""4250232""","80938","2019-2023","2020","Census","United States"
"City","Mohnton","PA","4250272","=""4250272""","72198","2019-2023","2020","Census","United States"
"City","Mohrsville","PA","4250280","=""4250280""","N/A","2019-2023","2020","Census","United States"
"City","Monaca","PA","4250320","=""4250320""","64839","2019-2023","2020","Census","United States"
"City","Monessen","PA","4250344","=""4250344""","51094","2019-2023","2020","Census","United States"
"City","Monongahela","PA","4250408","=""4250408""","55500","2019-2023","2020","Census","United States"
"City","Monroe","PA","4250432","=""4250432""","57250","2019-2023","2020","Census","United States"
"City","Monroeville","PA","4250528","=""4250528""","78191","2019-2023","2020","Census","United States"
"City","Mont Alto","PA","4250544","=""4250544""","74722","2019-2023","2020","Census","United States"
"City","Montandon","PA","4250552","=""4250552""","50306","2019-2023","2020","Census","United States"
"City","Mont Clare","PA","4250560","=""4250560""","82115","2019-2023","2020","Census","United States"
"City","Montgomery","PA","4250632","=""4250632""","56490","2019-2023","2020","Census","United States"
"City","Montgomeryville","PA","4250672","=""4250672""","130769","2019-2023","2020","Census","United States"
"City","Montoursville","PA","4250720","=""4250720""","60514","2019-2023","2020","Census","United States"
"City","Montrose","PA","4250736","=""4250736""","56484","2019-2023","2020","Census","United States"
"City","Montrose Manor","PA","4250748","=""4250748""","77898","2019-2023","2020","Census","United States"
"City","Monument","PA","4250760","=""4250760""","81250","2019-2023","2020","Census","United States"
"City","Moores Mill","PA","4250860","=""4250860""","N/A","2019-2023","2020","Census","United States"
"City","Moose Run","PA","4250879","=""4250879""","67917","2019-2023","2020","Census","United States"
"City","Moosic","PA","4250880","=""4250880""","74792","2019-2023","2020","Census","United States"
"City","Morea","PA","4250924","=""4250924""","62917","2019-2023","2020","Census","United States"
"City","Morgan Hill","PA","4251008","=""4251008""","127188","2019-2023","2020","Census","United States"
"City","Morgantown","PA","4251016","=""4251016""","76673","2019-2023","2020","Census","United States"
"City","Morrisdale","PA","4251120","=""4251120""","33261","2019-2023","2020","Census","United States"
"City","Morrisville","PA","4251144","=""4251144""","94126","2019-2023","2020","Census","United States"
"City","Morrisville","PA","4251152","=""4251152""","60038","2019-2023","2020","Census","United States"
"City","Morton","PA","4251176","=""4251176""","54881","2019-2023","2020","Census","United States"
"City","Moscow","PA","4251208","=""4251208""","76250","2019-2023","2020","Census","United States"
"City","Moshannon","PA","4251240","=""4251240""","50795","2019-2023","2020","Census","United States"
"City","Mount Aetna","PA","4251320","=""4251320""","79375","2019-2023","2020","Census","United States"
"City","Mountainhome","PA","4251344","=""4251344""","88924","2019-2023","2020","Census","United States"
"City","Mountain Top","PA","4251384","=""4251384""","105286","2019-2023","2020","Census","United States"
"City","Mount Carbon","PA","4251488","=""4251488""","61250","2019-2023","2020","Census","United States"
"City","Mount Carmel","PA","4251496","=""4251496""","52667","2019-2023","2020","Census","United States"
"City","Mount Cobb","PA","4251536","=""4251536""","96818","2019-2023","2020","Census","United States"
"City","Mount Eagle","PA","4251552","=""4251552""","67222","2019-2023","2020","Census","United States"
"City","Mount Gretna","PA","4251568","=""4251568""","108125","2019-2023","2020","Census","United States"
"City","Mount Gretna Heights","PA","4251576","=""4251576""","115625","2019-2023","2020","Census","United States"
"City","Mount Holly Springs","PA","4251592","=""4251592""","68388","2019-2023","2020","Census","United States"
"City","Mount Jewett","PA","4251632","=""4251632""","52969","2019-2023","2020","Census","United States"
"City","Mount Joy","PA","4251656","=""4251656""","84514","2019-2023","2020","Census","United States"
"City","Mount Morris","PA","4251720","=""4251720""","67188","2019-2023","2020","Census","United States"
"City","Mount Oliver","PA","4251744","=""4251744""","50379","2019-2023","2020","Census","United States"
"City","Mount Penn","PA","4251760","=""4251760""","61544","2019-2023","2020","Census","United States"
"City","Mount Pleasant","PA","4251880","=""4251880""","48963","2019-2023","2020","Census","United States"
"City","Mount Pleasant Mills","PA","4251904","=""4251904""","64219","2019-2023","2020","Census","United States"
"City","Mount Pocono","PA","4251912","=""4251912""","86096","2019-2023","2020","Census","United States"
"City","Mount Union","PA","4251984","=""4251984""","38947","2019-2023","2020","Census","United States"
"City","Mountville","PA","4252016","=""4252016""","92917","2019-2023","2020","Census","United States"
"City","Mount Wolf","PA","4252056","=""4252056""","83214","2019-2023","2020","Census","United States"
"City","Muhlenberg Park","PA","4252216","=""4252216""","94426","2019-2023","2020","Census","United States"
"City","Muir","PA","4252224","=""4252224""","96750","2019-2023","2020","Census","United States"
"City","Muncy","PA","4252264","=""4252264""","84096","2019-2023","2020","Census","United States"
"City","Mundys Corner","PA","4252312","=""4252312""","55731","2019-2023","2020","Census","United States"
"City","Munhall","PA","4252320","=""4252320""","52037","2019-2023","2020","Census","United States"
"City","Murrysville","PA","4252432","=""4252432""","120685","2019-2023","2020","Census","United States"
"City","Muse","PA","4252440","=""4252440""","108542","2019-2023","2020","Census","United States"
"City","Myerstown","PA","4252488","=""4252488""","53218","2019-2023","2020","Census","United States"
"City","Nanticoke","PA","4252584","=""4252584""","60340","2019-2023","2020","Census","United States"
"City","Nanty-Glo","PA","4252616","=""4252616""","47933","2019-2023","2020","Census","United States"
"City","Naomi","PA","4252632","=""4252632""","N/A","2019-2023","2020","Census","United States"
"City","Narberth","PA","4252664","=""4252664""","119863","2019-2023","2020","Census","United States"
"City","Nazareth","PA","4252808","=""4252808""","57551","2019-2023","2020","Census","United States"
"City","Nealmont","PA","4252816","=""4252816""","N/A","2019-2023","2020","Census","United States"
"City","Needmore","PA","4252872","=""4252872""","70694","2019-2023","2020","Census","United States"
"City","Nemacolin","PA","4252968","=""4252968""","17774","2019-2023","2020","Census","United States"
"City","Nescopeck","PA","4252984","=""4252984""","60625","2019-2023","2020","Census","United States"
"City","Nesquehoning","PA","4253088","=""4253088""","53571","2019-2023","2020","Census","United States"
"City","New Albany","PA","4253152","=""4253152""","72750","2019-2023","2020","Census","United States"
"City","New Alexandria","PA","4253160","=""4253160""","72083","2019-2023","2020","Census","United States"
"City","New Baltimore","PA","4253168","=""4253168""","78000","2019-2023","2020","Census","United States"
"City","New Beaver","PA","4253184","=""4253184""","61364","2019-2023","2020","Census","United States"
"City","New Bedford","PA","4253192","=""4253192""","76136","2019-2023","2020","Census","United States"
"City","New Berlin","PA","4253200","=""4253200""","85250","2019-2023","2020","Census","United States"
"City","New Berlinville","PA","4253208","=""4253208""","83827","2019-2023","2020","Census","United States"
"City","New Bethlehem","PA","4253248","=""4253248""","39632","2019-2023","2020","Census","United States"
"City","New Boston","PA","4253272","=""4253272""","64375","2019-2023","2020","Census","United States"
"City","New Brighton","PA","4253288","=""4253288""","50426","2019-2023","2020","Census","United States"
"City","New Britain","PA","4253296","=""4253296""","123819","2019-2023","2020","Census","United States"
"City","New Buffalo","PA","4253320","=""4253320""","N/A","2019-2023","2020","Census","United States"
"City","Newburg","PA","4253328","=""4253328""","56250","2019-2023","2020","Census","United States"
"City","Newburg","PA","4253336","=""4253336""","54063","2019-2023","2020","Census","United States"
"City","Newburg","PA","4253344","=""4253344""","97853","2019-2023","2020","Census","United States"
"City","New Castle","PA","4253368","=""4253368""","41478","2019-2023","2020","Census","United States"
"City","New Castle Northwest","PA","4253392","=""4253392""","91250","2019-2023","2020","Census","United States"
"City","New Centerville","PA","4253416","=""4253416""","61875","2019-2023","2020","Census","United States"
"City","New Columbia","PA","4253432","=""4253432""","92250","2019-2023","2020","Census","United States"
"City","New Columbus","PA","4253448","=""4253448""","36071","2019-2023","2020","Census","United States"
"City","New Cumberland","PA","4253464","=""4253464""","81947","2019-2023","2020","Census","United States"
"City","New Eagle","PA","4253496","=""4253496""","52612","2019-2023","2020","Census","United States"
"City","Newell","PA","4253504","=""4253504""","55682","2019-2023","2020","Census","United States"
"City","New Florence","PA","4253544","=""4253544""","56339","2019-2023","2020","Census","United States"
"City","New Freedom","PA","4253568","=""4253568""","109894","2019-2023","2020","Census","United States"
"City","New Freeport","PA","4253576","=""4253576""","70938","2019-2023","2020","Census","United States"
"City","New Galilee","PA","4253592","=""4253592""","49583","2019-2023","2020","Census","United States"
"City","New Holland","PA","4253696","=""4253696""","57719","2019-2023","2020","Census","United States"
"City","New Hope","PA","4253712","=""4253712""","158929","2019-2023","2020","Census","United States"
"City","New Jerusalem","PA","4253728","=""4253728""","103750","2019-2023","2020","Census","United States"
"City","New Kensington","PA","4253736","=""4253736""","49644","2019-2023","2020","Census","United States"
"City","New Kingstown","PA","4253752","=""4253752""","2499","2019-2023","2020","Census","United States"
"City","New Lebanon","PA","4253768","=""4253768""","52083","2019-2023","2020","Census","United States"
"City","Newmanstown","PA","4253856","=""4253856""","89023","2019-2023","2020","Census","United States"
"City","New Market","PA","4253872","=""4253872""","41364","2019-2023","2020","Census","United States"
"City","New Milford","PA","4253880","=""4253880""","51250","2019-2023","2020","Census","United States"
"City","New Morgan","PA","4253916","=""4253916""","142656","2019-2023","2020","Census","United States"
"City","New Oxford","PA","4253920","=""4253920""","58056","2019-2023","2020","Census","United States"
"City","New Paris","PA","4253928","=""4253928""","61042","2019-2023","2020","Census","United States"
"City","New Philadelphia","PA","4253944","=""4253944""","45903","2019-2023","2020","Census","United States"
"City","Newport","PA","4253968","=""4253968""","60644","2019-2023","2020","Census","United States"
"City","New Ringgold","PA","4254016","=""4254016""","53603","2019-2023","2020","Census","United States"
"City","Newry","PA","4254024","=""4254024""","46071","2019-2023","2020","Census","United States"
"City","New Salem","PA","4254040","=""4254040""","100688","2019-2023","2020","Census","United States"
"City","New Salem","PA","4254056","=""4254056""","103750","2019-2023","2020","Census","United States"
"City","New Schaefferstown","PA","4254064","=""4254064""","66250","2019-2023","2020","Census","United States"
"City","New Stanton","PA","4254104","=""4254104""","74265","2019-2023","2020","Census","United States"
"City","Newton Hamilton","PA","4254160","=""4254160""","69583","2019-2023","2020","Census","United States"
"City","Newtown","PA","4254184","=""4254184""","146765","2019-2023","2020","Census","United States"
"City","Newtown","PA","4254264","=""4254264""","85000","2019-2023","2020","Census","United States"
"City","Newtown Grant","PA","4254268","=""4254268""","175403","2019-2023","2020","Census","United States"
"City","New Tripoli","PA","4254288","=""4254288""","62534","2019-2023","2020","Census","United States"
"City","Newville","PA","4254320","=""4254320""","62599","2019-2023","2020","Census","United States"
"City","New Washington","PA","4254344","=""4254344""","70000","2019-2023","2020","Census","United States"
"City","New Wilmington","PA","4254352","=""4254352""","57159","2019-2023","2020","Census","United States"
"City","Nicholson","PA","4254400","=""4254400""","66111","2019-2023","2020","Census","United States"
"City","Nittany","PA","4254520","=""4254520""","65893","2019-2023","2020","Census","United States"
"City","Nixon","PA","4254552","=""4254552""","129909","2019-2023","2020","Census","United States"
"City","Noblestown","PA","4254568","=""4254568""","93864","2019-2023","2020","Census","United States"
"City","Norristown","PA","4254656","=""4254656""","65058","2019-2023","2020","Census","United States"
"City","Northampton","PA","4254696","=""4254696""","82719","2019-2023","2020","Census","United States"
"City","North Apollo","PA","4254728","=""4254728""","64046","2019-2023","2020","Census","United States"
"City","North Belle Vernon","PA","4254776","=""4254776""","52928","2019-2023","2020","Census","United States"
"City","North Bend","PA","4254784","=""4254784""","63571","2019-2023","2020","Census","United States"
"City","North Braddock","PA","4254816","=""4254816""","36563","2019-2023","2020","Census","United States"
"City","North Catasauqua","PA","4254872","=""4254872""","86779","2019-2023","2020","Census","United States"
"City","North Charleroi","PA","4254888","=""4254888""","43981","2019-2023","2020","Census","United States"
"City","North East","PA","4254952","=""4254952""","67469","2019-2023","2020","Census","United States"
"City","Northern Cambria","PA","4255000","=""4255000""","50448","2019-2023","2020","Census","United States"
"City","North Irwin","PA","4255136","=""4255136""","52798","2019-2023","2020","Census","United States"
"City","North Philipsburg","PA","4255304","=""4255304""","46003","2019-2023","2020","Census","United States"
"City","Northumberland","PA","4255456","=""4255456""","57162","2019-2023","2020","Census","United States"
"City","North Vandergrift","PA","4255480","=""4255480""","34583","2019-2023","2020","Census","United States"
"City","North Wales","PA","4255512","=""4255512""","115833","2019-2023","2020","Census","United States"
"City","North Warren","PA","4255520","=""4255520""","55551","2019-2023","2020","Census","United States"
"City","Northwest Harborcreek","PA","4255572","=""4255572""","87601","2019-2023","2020","Census","United States"
"City","Northwood","PA","4255584","=""4255584""","38702","2019-2023","2020","Census","United States"
"City","North York","PA","4255608","=""4255608""","62143","2019-2023","2020","Census","United States"
"City","Norvelt","PA","4255616","=""4255616""","54605","2019-2023","2020","Census","United States"
"City","Norwood","PA","4255664","=""4255664""","89135","2019-2023","2020","Census","United States"
"City","Nottingham","PA","4255704","=""4255704""","106151","2019-2023","2020","Census","United States"
"City","Noxen","PA","4255728","=""4255728""","55000","2019-2023","2020","Census","United States"
"City","Nuangola","PA","4255752","=""4255752""","82000","2019-2023","2020","Census","United States"
"City","Numidia","PA","4255792","=""4255792""","64500","2019-2023","2020","Census","United States"
